SrcAddr,n_flows,botnet_flows,normal_flows,bg_flows,n_dst_ips,n_dst_ports,n_src_ports,n_protocols,total_bytes,total_pkts,mean_dur,std_dur,label
41.141.79.61,17,0,0,17,1,1,1,1,3824,46,1.2603529411764705,1.0120863933711681,Background
41.141.80.176,1,0,0,1,1,1,1,1,76,1,0.0,,Background
41.142.201.94,31,0,0,31,1,1,1,1,7119,81,0.875258064516129,1.1979014697306267,Background
41.143.0.16,1,0,0,1,1,1,1,1,72,1,0.0,,Background
41.143.30.53,29,0,0,29,1,1,3,2,7221,72,0.541896551724138,0.9670635724718258,Background
41.145.146.120,1,0,0,1,1,1,1,1,73,1,0.0,,Background
41.145.187.196,1,0,0,1,1,1,1,1,71,1,0.0,,Background
41.145.221.243,21,0,0,21,1,3,10,2,1887,30,1.2815238095238095,1.5164284888858959,Background
41.145.72.208,1,0,0,1,1,1,1,1,60,1,0.0,,Background
41.146.101.51,5,0,0,5,1,2,3,2,450,7,1.1995999999999998,1.6426205587414273,Background
41.146.102.172,26,0,0,26,1,1,1,1,9324,66,0.8138846153846154,0.8552798057675898,Background
41.146.124.107,1,0,0,1,1,1,1,1,187,1,0.0,,Background
41.146.51.14,1,0,0,1,1,1,1,1,60,1,0.0,,Background
41.146.64.169,1,0,0,1,1,1,1,1,177,1,0.0,,Background
41.146.84.73,5,0,0,5,1,1,1,1,587,5,0.0,0.0,Background
41.146.91.136,1,0,0,1,1,1,1,1,76,1,0.0,,Background
41.15.146.130,25,0,0,25,1,1,1,1,3606,45,0.85612,1.234574870147615,Background
41.15.153.217,24,0,0,24,1,1,1,1,3843,48,0.8757083333333333,1.2176659597331092,Background
41.151.7.241,1,0,0,1,1,1,1,1,79,1,0.0,,Background
41.153.223.101,4,0,0,4,1,1,1,1,1302,7,1.8095,1.395411647746523,Background
41.16.193.183,2,0,0,2,1,1,1,1,1326,17,3.1205,0.2750645378815667,Background
41.160.163.41,1,0,0,1,1,1,1,1,197,1,0.0,,Background
41.160.186.179,1,0,0,1,1,1,1,1,76,1,0.0,,Background
41.165.2.6,1,0,0,1,1,1,1,1,193,1,0.0,,Background
41.17.235.8,33,0,0,33,1,1,1,1,12695,104,1.445030303030303,0.8985684616672402,Background
41.174.59.213,4,0,0,4,1,1,1,1,749,4,0.0,0.0,Background
41.176.176.142,1,0,0,1,1,1,1,1,185,1,0.0,,Background
41.177.65.123,1,0,0,1,1,1,1,1,174,1,0.0,,Background
41.177.88.161,3,0,0,3,1,1,1,1,531,3,0.0,0.0,Background
41.178.236.54,2,0,0,2,1,1,1,1,934,2,0.0,0.0,Background
41.178.238.139,3,0,0,3,1,1,1,1,752,6,0.7373333333333333,0.18851083081174225,Background
41.178.52.195,40,0,0,40,1,1,12,1,42296,413,3.274425,1.7145946801817895,Background
41.178.52.206,1,0,0,1,1,1,1,1,66,1,0.0,,Background
41.182.158.128,1,0,0,1,1,1,1,1,74,1,0.0,,Background
41.182.18.176,2,0,0,2,1,1,1,1,335,3,1.044,1.4764389591175113,Background
41.182.194.179,2,0,0,2,1,1,1,1,383,2,0.0,0.0,Background
41.182.25.110,1,0,0,1,1,1,1,1,76,1,0.0,,Background
41.184.23.45,1,0,0,1,1,1,1,1,76,1,0.0,,Background
41.184.97.105,1,0,0,1,1,1,1,1,62,1,0.0,,Background
41.185.117.179,1,0,0,1,1,1,1,1,76,1,0.0,,Background
41.185.120.158,1,0,0,1,1,1,1,1,75,1,0.0,,Background
41.185.125.210,1,0,0,1,1,1,1,1,76,1,0.0,,Background
41.185.126.161,7,0,0,7,1,1,1,1,1078,7,0.0,0.0,Background
41.185.126.94,8,0,0,8,1,1,1,1,1232,8,0.0,0.0,Background
41.185.128.86,66,0,0,66,1,1,1,1,22722,254,1.7290151515151515,1.609840149660583,Background
41.185.135.138,1,0,0,1,1,1,1,1,77,1,0.0,,Background
41.185.135.191,2,0,0,2,1,1,1,1,378,2,0.0,0.0,Background
41.185.159.144,1,0,0,1,1,1,1,1,72,1,0.0,,Background
41.185.172.21,1,0,0,1,1,1,1,1,77,1,0.0,,Background
41.185.70.229,1,0,0,1,1,1,1,1,75,1,0.0,,Background
41.185.78.24,1,0,0,1,1,1,1,1,74,1,0.0,,Background
41.188.13.201,1,0,0,1,1,1,1,1,178,1,0.0,,Background
41.188.52.2,1,0,0,1,1,1,1,1,77,1,0.0,,Background
41.188.52.222,8,0,0,8,1,1,3,2,5235,45,2.388,2.099382426197898,Background
41.188.54.86,1,0,0,1,1,1,1,1,67,1,0.0,,Background
41.189.34.62,1,0,0,1,1,1,1,1,75,1,0.0,,Background
41.189.35.84,1,0,0,1,1,1,1,1,141,1,0.0,,Background
41.189.37.218,1,0,0,1,1,1,1,1,73,1,0.0,,Background
41.189.48.162,1,0,0,1,1,1,1,1,74,1,0.0,,Background
41.190.192.228,2,0,0,2,1,1,2,1,146,2,0.0,0.0,Background
41.190.2.32,11,0,0,11,1,3,7,2,1028,15,0.65,1.1021675916120923,Background
41.190.204.84,2,0,0,2,1,1,2,1,148,2,0.0,0.0,Background
41.190.246.45,1,0,0,1,1,1,1,1,74,1,0.0,,Background
41.190.48.175,1,0,0,1,1,1,1,1,74,1,0.0,,Background
41.190.82.43,6,0,0,6,1,1,1,1,435,6,0.0,0.0,Background
41.190.88.245,1,0,0,1,1,1,1,1,187,1,0.0,,Background
41.190.88.246,1,0,0,1,1,1,1,1,74,1,0.0,,Background
41.190.88.247,2,0,0,2,1,1,2,1,139,2,0.0,0.0,Background
41.190.92.241,1,0,0,1,1,1,1,1,185,1,0.0,,Background
41.190.92.7,2,0,0,2,1,1,1,1,358,2,0.0,0.0,Background
41.190.94.4,3,0,0,3,1,1,1,1,534,3,0.0,0.0,Background
41.190.95.12,1,0,0,1,1,1,1,1,60,1,0.0,,Background
41.191.104.30,17,0,0,17,1,2,7,2,2852,38,0.8645294117647059,1.2392358087571074,Background
41.191.29.200,1,0,0,1,1,1,1,1,73,1,0.0,,Background
41.191.61.14,2,0,0,2,1,1,1,1,144,2,0.0,0.0,Background
41.191.85.77,1,0,0,1,1,1,1,1,74,1,0.0,,Background
41.191.92.90,2,0,0,2,1,1,2,1,149,2,0.0,0.0,Background
41.191.92.94,14,0,0,14,1,3,3,1,2363,24,0.8887857142857143,1.486352591908302,Background
41.196.117.107,1,0,0,1,1,1,1,1,371,2,0.656,,Background
41.196.216.1,4,0,0,4,1,1,1,1,696,4,0.0,0.0,Background
41.196.221.187,3,0,0,3,1,1,1,1,519,3,0.0,0.0,Background
41.196.250.19,3,0,0,3,1,1,2,1,875,12,2.0366666666666666,2.2522038836067515,Background
41.196.64.112,1,0,0,1,1,1,1,1,454,1,0.0,,Background
41.198.100.46,2,0,0,2,1,1,1,1,358,2,0.0,0.0,Background
41.198.104.242,1,0,0,1,1,1,1,1,73,1,0.0,,Background
41.198.119.158,1,0,0,1,1,1,1,1,79,1,0.0,,Background
41.2.29.33,1,0,0,1,1,1,1,1,69,1,0.0,,Background
41.200.163.19,1,0,0,1,1,1,1,1,146,2,2.004,,Background
41.200.196.0,1,0,0,1,1,1,1,1,74,1,0.0,,Background
41.200.233.88,1,0,0,1,1,1,1,1,74,1,0.0,,Background
41.200.69.96,1,0,0,1,1,1,1,1,86,1,0.0,,Background
41.201.186.234,5,0,0,5,1,1,1,1,949,6,0.1618,0.36179579875946605,Background
41.201.201.249,1,0,0,1,1,1,1,1,60,1,0.0,,Background
41.201.202.182,1,0,0,1,1,1,1,1,80,1,0.0,,Background
41.201.205.64,2,0,0,2,1,1,1,1,242,3,1.0205,1.4432049404017433,Background
41.201.218.238,4,0,0,4,1,1,1,1,495,6,1.05525,2.1105,Background
41.201.49.159,1,0,0,1,1,1,1,1,74,1,0.0,,Background
41.201.62.161,1,0,0,1,1,1,1,1,454,1,0.0,,Background
41.201.69.41,1,0,0,1,1,1,1,1,472,1,0.0,,Background
41.201.81.249,1,0,0,1,1,1,1,1,70,1,0.0,,Background
41.202.179.99,1,0,0,1,1,1,1,1,74,1,0.0,,Background
41.202.203.215,1,0,0,1,1,1,1,1,171,1,0.0,,Background
41.202.220.2,2,0,0,2,1,1,2,1,228,3,1.017,1.4382551929334375,Background
41.202.67.118,1,0,0,1,1,1,1,1,60,1,0.0,,Background
41.202.76.237,1,0,0,1,1,1,1,1,72,1,0.0,,Background
41.202.77.118,1,0,0,1,1,1,1,1,74,1,0.0,,Background
41.203.194.187,1,0,0,1,1,1,1,1,72,1,0.0,,Background
41.203.225.231,1,0,0,1,1,1,1,1,72,1,0.0,,Background
41.203.230.41,28,0,0,28,1,3,7,2,38400,109,2.12525,1.6817329163252563,Background
41.204.147.60,1,0,0,1,1,1,1,1,72,1,0.0,,Background
41.204.191.12,1,0,0,1,1,1,1,1,74,1,0.0,,Background
41.204.67.215,2,0,0,2,1,1,1,1,146,2,0.0,0.0,Background
41.205.108.98,1,0,0,1,1,1,1,1,490,1,0.0,,Background
41.205.14.35,8,0,0,8,1,3,4,2,3474,44,3.118875,1.5434263772991754,Background
41.205.224.104,1,0,0,1,1,1,1,1,60,1,0.0,,Background
41.205.35.77,1,0,0,1,1,1,1,1,75,1,0.0,,Background
41.205.52.189,2,0,0,2,1,1,1,1,212,2,0.0,0.0,Background
41.205.68.72,1,0,0,1,1,1,1,1,75,1,0.0,,Background
41.205.79.49,1,0,0,1,1,1,1,1,73,1,0.0,,Background
41.206.11.18,2,0,0,2,1,1,2,1,252,4,0.38949999999999996,0.04313351365237938,Background
41.206.11.2,1,0,0,1,1,1,1,1,294,3,0.28,,Background
41.206.11.24,2,0,0,2,1,1,1,1,186,3,0.1995,0.2821356056934325,Background
41.206.11.28,1,0,0,1,1,1,1,1,126,2,0.239,,Background
41.206.11.49,1,0,0,1,1,1,1,1,126,2,0.24,,Background
41.206.11.5,2,0,0,2,1,1,1,1,236,3,0.119,0.1682914139223983,Background
41.206.11.7,1,0,0,1,1,1,1,1,126,2,0.239,,Background
41.206.13.3,1,0,0,1,1,1,1,1,67,1,0.0,,Background
41.206.148.17,1,0,0,1,1,1,1,1,60,1,0.0,,Background
41.206.148.77,1,0,0,1,1,1,1,1,74,1,0.0,,Background
41.206.158.154,3,0,0,3,1,1,3,1,583,3,0.0,0.0,Background
41.206.194.172,1,0,0,1,1,1,1,1,541,1,0.0,,Background
41.206.42.86,1,0,0,1,1,1,1,1,72,1,0.0,,Background
41.207.101.6,11,0,0,11,1,3,4,2,1333,18,0.04281818181818182,0.11397703117893376,Background
41.207.110.22,1,0,0,1,1,1,1,1,60,1,0.0,,Background
41.207.162.249,1,0,0,1,1,1,1,1,73,1,0.0,,Background
41.207.162.250,1,0,0,1,1,1,1,1,72,1,0.0,,Background
41.207.163.2,1,0,0,1,1,1,1,1,77,1,0.0,,Background
41.207.163.6,2,0,0,2,1,1,2,1,942,2,0.0,0.0,Background
41.207.186.163,1,0,0,1,1,1,1,1,73,1,0.0,,Background
41.207.203.242,1,0,0,1,1,1,1,1,72,1,0.0,,Background
41.207.209.138,1,0,0,1,1,1,1,1,182,1,0.0,,Background
41.207.210.132,2,0,0,2,1,1,1,1,148,2,0.0,0.0,Background
41.207.23.35,2,0,0,2,2,1,1,1,214,2,0.0,0.0,Background
41.208.160.203,2,0,0,2,1,1,1,1,148,2,0.0,0.0,Background
41.208.162.17,1,0,0,1,1,1,1,1,76,1,0.0,,Background
41.208.163.213,1,0,0,1,1,1,1,1,79,1,0.0,,Background
41.21.128.213,3,0,0,3,1,1,1,1,540,3,0.0,0.0,Background
41.210.124.135,2,0,0,2,1,1,1,1,150,2,0.0,0.0,Background
41.210.129.108,1,0,0,1,1,1,1,1,178,1,0.0,,Background
41.210.129.88,1,0,0,1,1,1,1,1,72,1,0.0,,Background
41.210.13.228,2,0,0,2,1,1,1,1,346,2,0.0,0.0,Background
41.210.15.174,1,0,0,1,1,1,1,1,73,1,0.0,,Background
41.210.162.142,1,0,0,1,1,1,1,1,75,1,0.0,,Background
41.210.17.236,5,0,0,5,1,2,3,1,2463,30,1.7596,1.2652455492907297,Background
41.210.19.46,3,0,0,3,1,1,1,1,540,3,0.0,0.0,Background
41.210.21.129,2,0,0,2,1,1,2,1,336,4,2.056,0.060811183182043295,Background
41.210.229.210,1,0,0,1,1,1,1,1,61,1,0.0,,Background
41.210.26.64,1,0,0,1,1,1,1,1,74,1,0.0,,Background
41.210.3.97,1,0,0,1,1,1,1,1,73,1,0.0,,Background
41.210.32.168,3,0,0,3,1,1,1,1,519,3,0.0,0.0,Background
41.210.40.122,1,0,0,1,1,1,1,1,76,1,0.0,,Background
41.211.1.79,1,0,0,1,1,1,1,1,473,1,0.0,,Background
41.211.125.170,1,0,0,1,1,1,1,1,120,2,0.0,,Background
41.211.225.23,2,0,0,2,1,1,1,1,152,2,0.0,0.0,Background
41.212.101.41,1,0,0,1,1,1,1,1,73,1,0.0,,Background
41.212.209.87,3,0,0,3,1,1,1,1,546,3,0.0,0.0,Background
41.212.51.142,9,0,0,9,1,3,4,2,1085,15,0.15733333333333333,0.17078202481525978,Background
41.213.17.100,1,0,0,1,1,1,1,1,73,1,0.0,,Background
41.213.90.127,1,0,0,1,1,1,1,1,75,1,0.0,,Background
41.214.12.23,1,0,0,1,1,1,1,1,60,1,0.0,,Background
41.214.122.253,1,0,0,1,1,1,1,1,75,1,0.0,,Background
41.214.18.185,1,0,0,1,1,1,1,1,74,1,0.0,,Background
41.214.18.24,3,0,0,3,1,1,1,1,549,3,0.0,0.0,Background
41.214.188.205,1,0,0,1,1,1,1,1,75,1,0.0,,Background
41.214.208.10,2,0,0,2,1,1,1,1,156,2,0.0,0.0,Background
41.214.41.87,1,0,0,1,1,1,1,1,74,1,0.0,,Background
41.214.52.80,1,0,0,1,1,1,1,1,74,1,0.0,,Background
41.214.55.1,1,0,0,1,1,1,1,1,469,1,0.0,,Background
41.215.136.178,1,0,0,1,1,1,1,1,175,1,0.0,,Background
41.215.160.134,1,0,0,1,1,1,1,1,73,1,0.0,,Background
41.215.160.135,1,0,0,1,1,1,1,1,254,2,1.439,,Background
41.215.182.155,1,0,0,1,1,1,1,1,75,1,0.0,,Background
41.215.182.176,41,0,0,41,1,1,1,1,6503,93,0.7325365853658538,1.1498952582205253,Background
41.215.244.87,2,0,0,2,1,1,1,1,300,4,2.406,3.402597831069667,Background
41.215.42.106,1,0,0,1,1,1,1,1,73,1,0.0,,Background
41.215.94.167,1,0,0,1,1,1,1,1,60,1,0.0,,Background
41.216.96.111,6,0,0,6,1,1,3,2,1168,17,1.7798333333333334,1.6419816584440479,Background
41.217.218.220,26,0,0,26,1,1,1,1,20970,86,2.0224230769230767,1.5288342793926861,Background
41.218.164.81,1,0,0,1,1,1,1,1,463,1,0.0,,Background
41.218.165.34,2,0,0,2,1,1,1,1,346,2,0.0,0.0,Background
41.218.196.232,1,0,0,1,1,1,1,1,176,1,0.0,,Background
41.218.213.106,1,0,0,1,1,1,1,1,67,1,0.0,,Background
41.218.226.65,1,0,0,1,1,1,1,1,60,1,0.0,,Background
41.218.227.121,1,0,0,1,1,1,1,1,75,1,0.0,,Background
41.218.244.253,1,0,0,1,1,1,1,1,479,1,0.0,,Background
41.218.246.28,7,0,0,7,1,1,3,2,1821,25,2.412857142857143,1.942507780213628,Background
41.218.34.202,1,0,0,1,1,1,1,1,179,1,0.0,,Background
41.218.39.131,1,0,0,1,1,1,1,1,68,1,0.0,,Background
41.219.187.109,3,0,0,3,1,1,1,1,534,3,0.0,0.0,Background
41.219.191.53,3,0,0,3,1,1,2,1,1063,6,1.4346666666666668,2.4849155585921494,Background
41.219.83.158,2,0,0,2,1,1,1,1,356,2,0.0,0.0,Background
41.220.125.146,1,0,0,1,1,1,1,1,180,1,0.0,,Background
41.220.13.119,1,0,0,1,1,1,1,1,62,1,0.0,,Background
41.220.160.21,5,0,0,5,1,1,3,1,375,5,0.0,0.0,Background
41.220.236.26,2,0,0,2,1,1,1,1,334,2,0.0,0.0,Background
41.221.101.12,1,0,0,1,1,1,1,1,883,3,3.08,,Background
41.221.25.250,1,0,0,1,1,1,1,1,75,1,0.0,,Background
41.221.53.182,16,0,0,16,1,1,1,1,2894,19,0.38925,0.8382364423796744,Background
41.222.18.208,2,0,0,2,1,1,1,1,570,3,1.016,1.4368409793710646,Background
41.222.183.59,1,0,0,1,1,1,1,1,1009,3,0.78,,Background
41.222.192.162,2,0,0,2,1,1,1,1,1467,3,1.019,1.4410836200581838,Background
41.222.233.122,1,0,0,1,1,1,1,1,74,1,0.0,,Background
41.223.100.95,8,0,0,8,1,3,4,2,1641,22,1.33675,1.3361240051517886,Background
41.223.119.129,2,0,0,2,1,1,2,1,904,2,0.0,0.0,Background
41.223.180.230,2,0,0,2,2,2,1,1,120,2,0.0,0.0,Background
41.223.41.159,1,0,0,1,1,1,1,1,75,1,0.0,,Background
41.223.73.74,1,0,0,1,1,1,1,1,75,1,0.0,,Background
41.223.84.34,2,0,0,2,1,1,1,1,1567,19,1.8755000000000002,0.15202795795510785,Background
41.224.146.2,1,0,0,1,1,1,1,1,174,1,0.0,,Background
41.224.161.240,1,0,0,1,1,1,1,1,76,1,0.0,,Background
41.224.174.16,1,0,0,1,1,1,1,1,74,1,0.0,,Background
41.224.244.144,1,0,0,1,1,1,1,1,178,1,0.0,,Background
41.224.255.68,1,0,0,1,1,1,1,1,75,1,0.0,,Background
41.224.85.228,3,0,0,3,1,1,1,1,545,3,0.0,0.0,Background
41.224.95.133,1,0,0,1,1,1,1,1,192,1,0.0,,Background
41.225.113.227,3,0,0,3,1,1,1,1,460,3,0.0,0.0,Background
41.225.134.142,1,0,0,1,1,1,1,1,76,1,0.0,,Background
41.225.148.161,1,0,0,1,1,1,1,1,74,1,0.0,,Background
41.225.171.186,1,0,0,1,1,1,1,1,541,2,0.049,,Background
41.225.221.209,2,0,0,2,1,1,1,1,157,2,0.0,0.0,Background
41.225.238.251,10,0,0,10,1,3,4,2,1332,17,0.9526,1.6092250170673943,Background
41.225.30.37,2,0,0,2,1,2,1,1,126,2,0.0,0.0,Background
41.225.38.122,2,0,0,2,1,1,1,1,4689,14,2.48,3.493107499061545,Background
41.225.54.16,2,0,0,2,1,1,1,1,398,2,0.0,0.0,Background
41.225.82.35,7,0,0,7,1,1,2,2,4351,41,1.865142857142857,1.8016379055895617,Background
41.225.88.162,1,0,0,1,1,1,1,1,73,1,0.0,,Background
41.226.114.225,1,0,0,1,1,1,1,1,83,1,0.0,,Background
41.226.134.198,23,0,0,23,1,1,1,1,2792,33,0.3323043478260869,1.0505744504266834,Background
41.226.136.47,1,0,0,1,1,1,1,1,77,1,0.0,,Background
41.226.149.214,1,0,0,1,1,1,1,1,76,1,0.0,,Background
41.226.17.206,1,0,0,1,1,1,1,1,73,1,0.0,,Background
41.226.170.210,3,0,0,3,1,1,1,1,525,3,0.0,0.0,Background
41.226.197.114,1,0,0,1,1,1,1,1,73,1,0.0,,Background
41.226.249.98,1,0,0,1,1,1,1,1,185,1,0.0,,Background
41.226.42.128,1,0,0,1,1,1,1,1,70,1,0.0,,Background
41.226.53.131,3,0,0,3,1,1,1,1,537,3,0.0,0.0,Background
41.226.62.209,1,0,0,1,1,1,1,1,75,1,0.0,,Background
41.226.74.151,1,0,0,1,1,1,1,1,76,1,0.0,,Background
41.227.200.85,1,0,0,1,1,1,1,1,60,1,0.0,,Background
41.227.201.208,4,0,0,4,1,1,2,1,1592,14,1.12125,0.7562413084899996,Background
41.227.202.63,3,0,0,3,1,1,1,1,506,3,0.0,0.0,Background
41.227.41.57,35,0,0,35,1,1,1,1,12152,106,0.5876285714285714,0.6629769353504861,Background
41.227.50.44,1,0,0,1,1,1,1,1,545,2,0.563,,Background
41.227.97.168,1,0,0,1,1,1,1,1,78,1,0.0,,Background
41.228.225.107,1,0,0,1,1,1,1,1,60,1,0.0,,Background
41.228.243.155,1,0,0,1,1,1,1,1,75,1,0.0,,Background
41.230.131.33,32,0,0,32,1,1,1,1,8078,74,0.55325,0.5732372700217037,Background
41.230.136.52,1,0,0,1,1,1,1,1,75,1,0.0,,Background
41.230.140.72,1,0,0,1,1,1,1,1,74,1,0.0,,Background
41.230.16.11,1,0,0,1,1,1,1,1,340,5,0.469,,Background
41.230.21.5,1,0,0,1,1,1,1,1,242,2,0.006,,Background
41.230.234.110,1,0,0,1,1,1,1,1,186,1,0.0,,Background
41.230.234.64,3,0,0,3,1,1,1,1,439,3,0.0,0.0,Background
41.230.244.80,1,0,0,1,1,1,1,1,78,1,0.0,,Background
41.230.247.12,5,0,0,5,1,1,1,1,2305,5,0.0,0.0,Background
41.230.247.75,1,0,0,1,1,1,1,1,60,1,0.0,,Background
41.230.54.242,3,0,0,3,1,1,1,1,544,3,0.0,0.0,Background
41.230.58.55,2,0,0,2,1,1,1,1,788,3,0.365,0.5161879502661797,Background
41.232.142.1,2,0,0,2,1,1,2,1,184,3,0.05,0.07071067811865477,Background
41.232.146.205,2,0,0,2,1,1,1,1,316,4,2.0469999999999997,0.009899494936611674,Background
41.232.152.49,1,0,0,1,1,1,1,1,83,1,0.0,,Background
41.232.155.199,3,0,0,3,1,1,2,1,1438,4,0.5306666666666667,0.9191416285498842,Background
41.232.178.108,2,0,0,2,1,1,1,1,531,2,0.0,0.0,Background
41.232.218.70,1,0,0,1,1,1,1,1,454,1,0.0,,Background
41.232.224.231,1,0,0,1,1,1,1,1,78,1,0.0,,Background
41.233.10.179,1,0,0,1,1,1,1,1,73,1,0.0,,Background
41.233.110.58,1,0,0,1,1,1,1,1,83,1,0.0,,Background
41.233.177.86,1,0,0,1,1,1,1,1,328,2,1.773,,Background
41.233.29.175,1,0,0,1,1,1,1,1,73,1,0.0,,Background
41.233.76.92,1,0,0,1,1,1,1,1,71,1,0.0,,Background
41.234.220.147,1,0,0,1,1,1,1,1,74,1,0.0,,Background
41.234.38.78,1,0,0,1,1,1,1,1,520,1,0.0,,Background
41.235.124.109,1,0,0,1,1,1,1,1,185,1,0.0,,Background
41.235.135.182,3,0,0,3,1,1,2,1,482,3,0.0,0.0,Background
41.235.164.91,1,0,0,1,1,1,1,1,136,1,0.0,,Background
41.235.94.43,1,0,0,1,1,1,1,1,532,2,2.467,,Background
41.236.140.125,6,0,0,6,1,2,3,1,2366,13,0.8436666666666666,1.3163805933948838,Background
41.236.140.98,1,0,0,1,1,1,1,1,78,1,0.0,,Background
41.236.147.56,2,0,0,2,1,1,1,1,150,2,0.0,0.0,Background
41.236.173.135,1,0,0,1,1,1,1,1,1235,8,2.049,,Background
41.237.137.173,42,0,0,42,1,1,21,1,228132,403,0.6339761904761905,0.577031828521267,Background
41.237.145.210,1,0,0,1,1,1,1,1,78,1,0.0,,Background
41.237.210.245,1,0,0,1,1,1,1,1,175,1,0.0,,Background
41.237.255.80,1,0,0,1,1,1,1,1,530,2,4.032,,Background
41.238.116.91,2,0,0,2,1,1,1,1,358,2,0.0,0.0,Background
41.238.150.168,1,0,0,1,1,1,1,1,467,1,0.0,,Background
41.238.158.25,1,0,0,1,1,1,1,1,75,1,0.0,,Background
41.238.232.249,1,0,0,1,1,1,1,1,73,1,0.0,,Background
41.238.58.220,1,0,0,1,1,1,1,1,73,1,0.0,,Background
41.238.93.47,2,0,0,2,1,1,1,1,164,2,0.0,0.0,Background
41.239.13.40,1,0,0,1,1,1,1,1,77,1,0.0,,Background
41.239.133.206,29,0,0,29,1,1,1,1,5894,62,1.4788620689655172,1.2217032526102334,Background
41.239.177.129,1,0,0,1,1,1,1,1,72,1,0.0,,Background
41.240.118.77,2,0,0,2,1,1,1,1,240,4,1.3805,0.20576807332528527,Background
41.240.173.51,21,0,0,21,1,1,1,1,5215,31,0.017190476190476194,0.05971148888414946,Background
41.240.2.247,2,0,0,2,1,1,1,1,120,2,0.0,0.0,Background
41.240.209.104,1,0,0,1,1,1,1,1,78,1,0.0,,Background
41.240.92.190,1,0,0,1,1,1,1,1,75,1,0.0,,Background
41.241.104.99,3,0,0,3,1,1,1,1,542,3,0.0,0.0,Background
41.241.191.217,3,0,0,3,1,1,1,1,534,3,0.0,0.0,Background
41.241.215.39,2,0,0,2,1,1,1,1,984,2,0.0,0.0,Background
41.241.254.105,6,0,0,6,1,1,2,1,776,6,0.0,0.0,Background
41.241.57.238,1,0,0,1,1,1,1,1,73,1,0.0,,Background
41.241.61.120,1,0,0,1,1,1,1,1,75,1,0.0,,Background
41.242.1.208,3,0,0,3,1,1,1,1,288,3,0.0,0.0,Background
41.242.144.68,2,0,0,2,1,1,2,1,145,2,0.0,0.0,Background
41.242.174.190,1,0,0,1,1,1,1,1,75,1,0.0,,Background
41.242.184.220,1,0,0,1,1,1,1,1,79,1,0.0,,Background
41.242.196.192,1,0,0,1,1,1,1,1,60,1,0.0,,Background
41.242.219.150,3,0,0,3,1,1,1,1,537,3,0.0,0.0,Background
41.242.63.141,2,0,0,2,1,1,1,1,370,2,0.0,0.0,Background
41.243.17.128,1,0,0,1,1,1,1,1,499,1,0.0,,Background
41.243.68.146,3,0,0,3,1,1,1,1,543,3,0.0,0.0,Background
41.246.132.31,2,0,0,2,1,1,2,1,1016,3,0.543,0.7679179643685906,Background
41.249.123.34,2,0,0,2,1,1,1,1,124,2,0.0,0.0,Background
41.249.93.159,1,0,0,1,1,1,1,1,459,1,0.0,,Background
41.250.143.186,1,0,0,1,1,1,1,1,73,1,0.0,,Background
41.250.188.73,5,0,0,5,1,1,2,2,1684,23,3.0038,1.7083362373959055,Background
41.250.74.126,1,0,0,1,1,1,1,1,60,1,0.0,,Background
41.250.86.106,1,0,0,1,1,1,1,1,189,1,0.0,,Background
41.251.11.212,1,0,0,1,1,1,1,1,78,1,0.0,,Background
41.27.143.230,1,0,0,1,1,1,1,1,181,1,0.0,,Background
41.27.231.207,3,0,0,3,1,1,1,1,219,3,0.0,0.0,Background
41.34.116.126,1,0,0,1,1,1,1,1,83,1,0.0,,Background
41.34.23.189,1,0,0,1,1,1,1,1,179,1,0.0,,Background
41.35.129.51,1,0,0,1,1,1,1,1,182,1,0.0,,Background
41.35.184.162,2,0,0,2,1,1,1,1,308,4,0.265,0.3747665940288702,Background
41.35.5.242,1,0,0,1,1,1,1,1,159,1,0.0,,Background
41.35.83.229,3,0,0,3,1,1,1,1,549,3,0.0,0.0,Background
41.49.21.3,1,0,0,1,1,1,1,1,74,1,0.0,,Background
41.58.78.198,1,0,0,1,1,1,1,1,178,1,0.0,,Background
41.58.83.132,1,0,0,1,1,1,1,1,70,1,0.0,,Background
41.6.193.185,3,0,0,3,1,1,1,1,299,4,1.0506666666666666,1.8198080484857004,Background
41.66.12.160,2,0,0,2,1,1,1,1,379,2,0.0,0.0,Background
41.66.190.7,2,0,0,2,1,1,2,1,614,3,1.0305,1.4573470760254743,Background
41.66.233.73,2,0,0,2,1,1,2,1,344,2,0.0,0.0,Background
41.66.237.139,1,0,0,1,1,1,1,1,72,1,0.0,,Background
41.66.244.34,1,0,0,1,1,1,1,1,76,1,0.0,,Background
41.66.252.54,2,0,0,2,1,1,2,1,146,2,0.0,0.0,Background
41.67.69.138,1,0,0,1,1,1,1,1,68,1,0.0,,Background
41.68.31.212,1,0,0,1,1,1,1,1,462,1,0.0,,Background
41.69.250.229,1,0,0,1,1,1,1,1,76,1,0.0,,Background
41.69.254.172,5,0,0,5,1,2,3,2,633,9,0.727,1.0035447174889618,Background
41.70.168.182,1,0,0,1,1,1,1,1,60,1,0.0,,Background
41.72.165.84,1,0,0,1,1,1,1,1,148,2,0.193,,Background
41.72.210.90,2,0,0,2,1,1,2,1,344,2,0.0,0.0,Background
41.73.16.3,3,0,0,3,1,1,1,1,201,3,0.0,0.0,Background
41.73.196.218,1,0,0,1,1,1,1,1,75,1,0.0,,Background
41.73.226.55,1,0,0,1,1,1,1,1,77,1,0.0,,Background
